"Party","PartyGroup","BetterLeavePercent","GroupedPercent","GroupedPercent2","ConstituencyVote","Vote1","Vote2","Vote3","Vote4","Vote5","Vote6","Vote7","Vote8","SecondVote1","SecondVote2","SecondVote3","SecondVote4","Name","Constituency"
"Lab","Lab",0.5062010223,"Second","Leave","Leave","For","For","For","For","For","Against","Against","Abstain","For","For","For","For","Faisal Rashid","Warrington South"
"Lab","Lab",0.4112854182,"First","Remain","Remain","For","For","For","For","For","Against","Against","Against","For","For","For","For","Matt Western","Warwick and Leamington"
"Lab","Lab",0.618513324,"Fourth","StrongLeave","Leave","For","For","For","For","Abstain","Against","Against","Against","For","For","For","Abstain","Sharon Hodgson","Washington and Sunderland West"
"Con","Con",0.5118404276,"Second","Leave","Leave","For","Abstain","Against","For","For","Against","Against","Abstain","For","For","For","For","Richard Harrington","Watford"
"Con","Con",0.6320988539,"Fourth","StrongLeave","Leave","Against","Against","Against","Against","Against","Against","Against","For","Against","Against","Against","Against","Peter Aldous","Waveney"
"Con","Con",0.5254627488,"Second","Leave","Leave","Against","Against","Against","Against","Against","For","Against","Against","Against","Against","Against","Against","Nusrat Ghani","Wealden"
"Lab","Lab",0.50198502,"Second","Leave","Leave","For","For","For","For","Abstain","Against","Against","Abstain","For","For","For","Abstain","Mike Amesbury","Weaver Vale"
"Con","Con",0.6293857655,"Fourth","StrongLeave","Leave","Against","Against","Against","Against","Against","For","For","Against","Against","Against","Against","Against","Peter Bone","Wellingborough"
"Con","Con",0.534930546,"Second","Leave","Leave","Against","Against","Against","Against","Against","Abstain","Abstain","Against","Against","Against","Against","Against","James Heappey","Wells"
"Con","Con",0.5253524015,"Second","Leave","Leave","Against","Against","Against","Against","Against","For","For","Against","Against","Against","Against","Against","Grant Shapps","Welwyn Hatfield"
"Lab","Lab",0.689750761,"Fourth","StrongLeave","Leave","For","For","For","Abstain","Abstain","Against","Abstain","Abstain","For","For","For","Abstain","John Healey","Wentworth and Dearne"
"Con","Con",0.3860722321,"First","Remain","Remain","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Andrew Bowie","West Aberdeenshire and Kincardine"
"Lab","Lab",0.6759402633,"Fourth","StrongLeave","Leave","For","For","For","For","Abstain","Against","Against","Abstain","For","For","For","Abstain","Tom Watson","West Bromwich East"
"Lab","Lab",0.6913566785,"Fourth","StrongLeave","Leave","For","For","For","For","Abstain","Against","Against","Abstain","For","For","For","For","Adrian Bailey","West Bromwich West"
"Con","Con",0.5099666169,"Second","Leave","Leave","For","Against","Against","For","Against","Against","Against","For","For","Abstain","For","Abstain","Sir Oliver Letwin","West Dorset"
"SNP","Other",0.3800555298,"First","Remain","Remain","Abstain","For","Abstain","Abstain","For","Against","Against","Against","Abstain","For","For","For","Martin Docherty-Hughes","West Dunbartonshire"
"Lab","Lab",0.4737574112,"Second","Remain","Remain","For","For","For","Abstain","For","Against","Against","Against","For","For","For","For","Lyn Brown","West Ham"
"Lab","Lab",0.5493803945,"Third","Leave","Leave","For","Against","For","Against","Against","Against","Against","Against","For","Against","Against","Against","Rosie Cooper","West Lancashire"
"Con","Con",0.6326052758,"Fourth","StrongLeave","Leave","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Matt Hancock","West Suffolk"
"Con","Con",0.5258070914,"Second","Leave","Leave","Against","Against","Against","Against","Against","Abstain","Abstain","Abstain","Against","Against","Against","Against","Harriett Baldwin","West Worcestershire"
"Lab","Lab",0.3297510088,"First","Remain","Remain","For","For","For","Abstain","For","Against","Against","Against","For","For","For","For","Karen Buck","Westminster North"
"LD","Other",0.4745074061,"Second","Remain","Remain","Abstain","For","Abstain","Abstain","For","Against","Against","Abstain","Abstain","For","For","For","Tim Farron","Westmorland and Lonsdale"
"Con","Con",0.5666096718,"Third","Leave",NA,"Against","Against","Against","For","Against","For","For","For","Against","Against","For","Against","John Penrose","Weston super Mare"
"Lab","Lab",0.6271327758,"Fourth","StrongLeave","Leave","For","Abstain","For","For","For","Against","Abstain","Abstain","For","Abstain","For","For","Lisa Nandy","Wigan"
"Con","Con",0.2936939468,"First","Remain","Remain","For","Abstain","Against","For","For","Against","Against","For","For","Abstain","For","Abstain","Stephen Hammond","Wimbledon"
"Con","Con",0.3971032124,"First","Remain","Remain","For","Abstain","Against","For","Abstain","Against","Against","For","For","For","For","Abstain","Steve Brine","Winchester"
"Con","Con",0.4608509373,"Second","Remain","Remain","Against","Against","Against","Against","Against","For","For","Against","Against","Against","Against","Against","Adam Afriyie","Windsor"
"Lab","Lab",0.4654894164,"Second","Remain","Remain","For","For","For","Abstain","Abstain","Against","Against","Against","For","For","For","For","Alison McGovern","Wirral South"
"Lab","Lab",0.4469019958,"First","Remain","Remain","For","For","For","Abstain","Abstain","Against","Against","Abstain","For","For","For","Abstain","Margaret Greenwood","Wirral West"
"Con","Con",0.6083046754,"Fourth","StrongLeave","Leave","Against","Against","Against","Against","Against","For","For","Against","Against","Against","Against","Against","Priti Patel","Witham"
"Con","Con",0.4634465746,"Second","Remain","Remain","Against","Against","Against","Against","Against","For","For","For","Against","Against","Against","Against","Robert Courts","Witney"
"Con","Con",0.4405758349,"First","Remain","Remain","Against","Against","Against","Against","Against","For","For","Against","Against","Against","Against","Against","Jonathan Lord","Woking"
"Con","Con",0.4246933515,"First","Remain","Remain","Against","Against","Against","Against","Against","For","Against","Against","Against","Against","Against","Against","John Redwood","Wokingham"
"Lab","Lab",0.6770525193,"Fourth","StrongLeave","Leave","For","For","For","For","Abstain","Against","Against","Against","For","For","For","Abstain","Emma Reynolds","Wolverhampton North East"
"Lab","Lab",0.681449563,"Fourth","StrongLeave","Leave","For","For","For","Abstain","Abstain","Against","Against","Against","For","For","For","Abstain","Pat McFadden","Wolverhampton South East"
"Lab","Lab",0.5436750208,"Third","Leave","Leave","For","For","For","For","Abstain","Against","Against","Abstain","For","For","For","Abstain","Eleanor Smith","Wolverhampton South West"
"Con","Con",0.5367724331,"Second","Leave","Leave","Abstain","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Robin Walker","Worcester"
"Lab","Lab",0.6031954085,"Fourth","StrongLeave","Leave","For","For","For","For","Abstain","Against","Against","Abstain","For","For","For","Abstain","Sue Hayman","Workington"
"Lab","Lab",0.5979113324,"Third","StrongLeave","Leave","For","For","For","Abstain","Abstain","Against","Against","Abstain","For","For","For","Abstain","Barbara Keeley","Worsley and Eccles South"
"Con","Con",0.561226606,"Third","Leave","Leave","Against","Against","Against","Against","Against","Against","Abstain","Against","Against","Against","Against","Against","Sir Peter Bottomley","Worthing West"
"Lab","Lab",0.5733141838,"Third","Leave","Leave","For","For","For","For","Against","Against","Against","Against","For","For","For","Abstain","Ian C. Lucas","Wrexham"
"Con","Con",0.4804315306,"Second","Remain","Remain","Against","Against","Against","Against","Against","For","For","Against","Against","Against","Against","Against","Steve Baker","Wycombe"
"Con","Con",0.5403704776,"Third","Leave","Leave","Against","Against","Against","Against","Against","For","Against","For","Against","Against","Against","Against","Ben Wallace","Wyre and Preston North"
"Con","Con",0.6314547474,"Fourth","StrongLeave","Leave","Against","Abstain","Against","Against","Against","Abstain","For","For","Abstain","For","Abstain","Against","Mark Garnier","Wyre Forest"
"Lab","Lab",0.498734782,"Second","Remain","Remain","For","Abstain","For","For","Abstain","Against","Against","Abstain","For","Abstain","For","Abstain","Mike Kane","Wythenshawe and Sale East"
"Con","Con",0.5929247335,"Third","StrongLeave","Leave","Against","Against","Against","Against","Against","For","For","Against","Against","Against","Against","Against","Marcus Fysh","Yeovil"
"Lab","Lab",0.5094200416,"Second","Leave","Leave","For","For","For","For","For","Against","Against","Abstain","For","For","For","For","Albert Owen","Ynys Mon"
"Lab","Lab",0.3853303819,"First","Remain","Remain","For","For","For","Against","For","Against","Against","Against","For","For","For","For","Rachael Maskell","York Central"
"Con","Con",0.4491634826,"First","Remain","Remain","Against","Against","Against","Against","Against","Abstain","For","For","Against","Against","Abstain","Against","Julian Sturdy","York Outer"
"SF","Other",NA,NA,NA,NA,"Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Orfhlaith Begley","West Tyrone"
"SF","Other",NA,NA,NA,NA,"Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Mickey Brady","Newry and Armagh"
"DUP","Other",NA,NA,NA,NA,"Against","Against","Against","Abstain","Against","Abstain","For","Abstain","Against","Against","Against","Against","Gregory Campbell","East Londonderry"
"DUP","Other",NA,NA,NA,NA,"Against","Against","Against","Abstain","Against","Abstain","For","Abstain","Against","Against","Against","Against","Nigel Dodds","Belfast North"
"DUP","Other",NA,NA,NA,NA,"Against","Against","Against","Abstain","Against","Abstain","For","Abstain","Against","Against","Against","Against","Sir Jeffrey M. Donaldson","Lagan Valley"
"SF","Other",NA,NA,NA,NA,"Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Michelle Gildernew","Fermanagh and South Tyrone"
"DUP","Other",NA,NA,NA,NA,"Against","Against","Against","Abstain","Against","Abstain","For","Abstain","Against","Against","Against","Against","Paul Girvan","South Antrim"
"SF","Other",NA,NA,NA,NA,"Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Chris Hazzard","South Down"
"Ind","Other",NA,NA,NA,NA,"Against","For","Against","Against","For","Against","Against","Against","Against","For","Against","For","Lady Hermon","North Down"
"DUP","Other",NA,NA,NA,NA,"Against","Against","Against","Abstain","Against","Abstain","For","Abstain","Against","Against","Against","Against","Emma Little Pengelly","Belfast South"
"SF","Other",NA,NA,NA,NA,"Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Elisha McCallion","Foyle"
"SF","Other",NA,NA,NA,NA,"Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Paul Maskey","Belfast West"
"SF","Other",NA,NA,NA,NA,"Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Francie Molloy","Mid Ulster"
"DUP","Other",NA,NA,NA,NA,"Against","Against","Against","Abstain","Against","Abstain","For","Abstain","Against","Against","Against","Against","Ian Paisley","North Antrim"
"DUP","Other",NA,NA,NA,NA,"Against","Against","Against","Abstain","Against","Abstain","For","Abstain","Against","Against","Against","Against","Gavin Robinson","Belfast East"
"DUP","Other",NA,NA,NA,NA,"Against","Against","Against","Abstain","Against","Against","For","Abstain","Against","Against","Against","Against","Jim Shannon","Strangford"
"DUP","Other",NA,NA,NA,NA,"Against","Against","Against","Abstain","Against","Abstain","For","Abstain","Against","Against","Against","Against","David Simpson","Upper Bann"
"DUP","Other",NA,NA,NA,NA,"Against","Against","Against","Abstain","Against","Abstain","For","Abstain","Against","Against","Against","Against","Sammy Wilson","East Antrim"
